TBA,TBA,TBA,TBA,TBA
TBA,TBA,Fri,09:30 AM,12:20 PM
 S. University Room 10,5737,Tue,12:30 PM,03:20 PM
TBA,TBA,TBA,TBA,TBA
Harper Mem Library,148,Mon,03:00 PM,04:20 PM
Harper Mem Library,148,Wed,03:00 PM,04:20 PM
Cobb Hall,115,Mon,04:30 PM,05:50 PM
Cobb Hall,115,Wed,04:30 PM,05:50 PM
BioSci Learning Center,202,Tue,11:00 AM,12:20 PM
BioSci Learning Center,202,Thu,11:00 AM,12:20 PM
The Keller Center,1022,Mon,04:30 PM,07:20 PM
BioSci Learning Center,240,Mon,01:30 PM,02:50 PM
BioSci Learning Center,240,Wed,01:30 PM,02:50 PM
Harper Mem Library,141,Mon,09:30 AM,10:20 AM
Harper Mem Library,141,Tue,09:30 AM,10:20 AM
Harper Mem Library,141,Wed,09:30 AM,10:20 AM
Harper Mem Library,141,Thu,09:30 AM,10:20 AM
Harper Mem Library,141,Fri,09:30 AM,10:20 AM
Harper Mem Library,141,Mon,09:30 AM,10:20 AM
Harper Mem Library,141,Tue,09:30 AM,10:20 AM
Harper Mem Library,141,Wed,09:30 AM,10:20 AM
Harper Mem Library,141,Thu,09:30 AM,10:20 AM
Harper Mem Library,141,Fri,09:30 AM,10:20 AM
TBA,TBA,Tue,12:30 PM,01:50 PM
TBA,TBA,Thu,12:30 PM,01:50 PM
TBA,TBA,Tue,12:30 PM,01:50 PM
TBA,TBA,Thu,12:30 PM,01:50 PM
Oriental Institute,208,Mon,08:30 AM,09:20 AM
Oriental Institute,208,Tue,08:30 AM,09:20 AM
Oriental Institute,208,Wed,08:30 AM,09:20 AM
Oriental Institute,208,Thu,08:30 AM,09:20 AM
Oriental Institute,208,Fri,08:30 AM,09:20 AM
Oriental Institute,208,Mon,08:30 AM,09:20 AM
Oriental Institute,208,Tue,08:30 AM,09:20 AM
Oriental Institute,208,Wed,08:30 AM,09:20 AM
Oriental Institute,208,Thu,08:30 AM,09:20 AM
Oriental Institute,208,Fri,08:30 AM,09:20 AM
Harper Mem Library,141,Tue,12:30 PM,01:50 PM
Harper Mem Library,141,Thu,12:30 PM,01:50 PM
TBA,TBA,Tue,12:30 PM,01:50 PM
TBA,TBA,Thu,12:30 PM,01:50 PM
TBA,TBA,Tue,12:30 PM,01:50 PM
TBA,TBA,Thu,12:30 PM,01:50 PM
Stuart Hall,209,Tue,09:30 AM,10:50 AM
Stuart Hall,209,Thu,09:30 AM,10:50 AM
Stuart Hall,209,Tue,09:30 AM,10:50 AM
Stuart Hall,209,Thu,09:30 AM,10:50 AM
Cobb Hall,205,Thu,02:00 PM,04:50 PM
Harper Mem Library,141,Tue,12:30 PM,01:50 PM
Harper Mem Library,141,Thu,12:30 PM,01:50 PM
TBA,TBA,Tue,02:00 PM,03:20 PM
TBA,TBA,Thu,02:00 PM,03:20 PM
TBA,TBA,Tue,02:00 PM,03:20 PM
TBA,TBA,Thu,02:00 PM,03:20 PM
Cobb Hall,205,Thu,02:00 PM,04:50 PM
Cobb Hall,425,Mon,12:30 PM,01:20 PM
Cobb Hall,425,Tue,12:30 PM,01:20 PM
Cobb Hall,425,Wed,12:30 PM,01:20 PM
Cobb Hall,425,Thu,12:30 PM,01:20 PM
Cobb Hall,425,Fri,12:30 PM,01:20 PM
Cobb Hall,425,Mon,12:30 PM,01:20 PM
Cobb Hall,425,Tue,12:30 PM,01:20 PM
Cobb Hall,425,Wed,12:30 PM,01:20 PM
Cobb Hall,425,Thu,12:30 PM,01:20 PM
Cobb Hall,425,Fri,12:30 PM,01:20 PM
Cobb Hall,425,Tue,02:00 PM,03:20 PM
Cobb Hall,425,Thu,02:00 PM,03:20 PM
Cobb Hall,425,Tue,02:00 PM,03:20 PM
Cobb Hall,425,Thu,02:00 PM,03:20 PM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Foster Hall,209,Tue,09:30 AM,10:50 AM
Foster Hall,209,Thu,09:30 AM,10:50 AM
Haskell Hall,315,Mon,01:30 PM,02:50 PM
Haskell Hall,315,Wed,01:30 PM,02:50 PM
Wieboldt Hall,111,Mon,01:30 PM,02:50 PM
Wieboldt Hall,111,Wed,01:30 PM,02:50 PM
Stuart Hall,105,Mon,01:30 PM,02:50 PM
Stuart Hall,105,Wed,01:30 PM,02:50 PM
Regenstein Library,136,Tue,02:00 PM,03:20 PM
Regenstein Library,136,Thu,02:00 PM,03:20 PM
TBA,TBA,Mon,01:30 PM,02:50 PM
TBA,TBA,Wed,01:30 PM,02:50 PM
Stuart Hall ,20,Tue,02:00 PM,03:20 PM
Stuart Hall ,20,Thu,02:00 PM,03:20 PM
Logan Center ,28,Mon,01:30 PM,02:50 PM
Logan Center ,28,Wed,01:30 PM,02:50 PM
Cobb Hall,302,Tue,12:30 PM,01:50 PM
Cobb Hall,302,Thu,12:30 PM,01:50 PM
Cobb Hall,319,Tue,11:00 AM,12:20 PM
Cobb Hall,319,Thu,11:00 AM,12:20 PM
Classics Building,405,Tue,02:00 PM,03:20 PM
Classics Building,405,Thu,02:00 PM,03:20 PM
Wieboldt Hall,103,Mon,01:30 PM,02:50 PM
Wieboldt Hall,103,Wed,01:30 PM,02:50 PM
Cobb Hall,102,Mon,09:30 AM,10:20 AM
Cobb Hall,102,Wed,09:30 AM,10:20 AM
Cobb Hall,102,Fri,09:30 AM,10:20 AM
Cobb Hall,110,Mon,01:30 PM,02:50 PM
Cobb Hall,110,Wed,01:30 PM,02:50 PM
Cobb Hall,102,Tue,09:30 AM,10:50 AM
Cobb Hall,102,Thu,09:30 AM,10:50 AM
Cobb Hall,303,Tue,11:00 AM,12:20 PM
Cobb Hall,303,Thu,11:00 AM,12:20 PM
Cobb Hall,102,Tue,12:30 PM,01:50 PM
Cobb Hall,102,Thu,12:30 PM,01:50 PM
Cobb Hall,102,Tue,02:00 PM,03:20 PM
Cobb Hall,102,Thu,02:00 PM,03:20 PM
Cobb Hall,403,Tue,05:00 PM,06:20 PM
Cobb Hall,403,Thu,05:00 PM,06:20 PM
Cobb Hall,302,Mon,01:30 PM,02:50 PM
Cobb Hall,302,Wed,01:30 PM,02:50 PM
Harper Mem Library,150,Mon,03:00 PM,04:20 PM
Harper Mem Library,150,Wed,03:00 PM,04:20 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Cobb Hall,430,Tue,09:30 AM,10:50 AM
Cobb Hall,430,Thu,09:30 AM,10:50 AM
Cobb Hall,106,Tue,12:30 PM,01:50 PM
Cobb Hall,106,Thu,12:30 PM,01:50 PM
Cobb Hall,106,Tue,09:30 AM,10:50 AM
Cobb Hall,106,Thu,09:30 AM,10:50 AM
Pick Hall,319,Mon,01:30 PM,02:20 PM
Pick Hall,319,Wed,01:30 PM,02:20 PM
Cobb Hall,110,Mon,11:30 AM,12:20 PM
Cobb Hall,110,Wed,11:30 AM,12:20 PM
Cobb Hall,110,Fri,11:30 AM,12:20 PM
Hinds Lab Geo Sci,101,Mon,01:30 PM,02:20 PM
Hinds Lab Geo Sci,101,Wed,01:30 PM,02:20 PM
Rosenwald Hall ,11,Mon,01:30 PM,02:50 PM
Rosenwald Hall ,11,Wed,01:30 PM,02:50 PM
Ryerson Phys Lab,177,Mon,01:30 PM,02:50 PM
Ryerson Phys Lab,177,Wed,01:30 PM,02:50 PM
Hinds Lab Geo Sci,101,Mon,09:30 AM,10:20 AM
Hinds Lab Geo Sci,101,Wed,09:30 AM,10:20 AM
Hinds Lab Geo Sci,101,Fri,09:30 AM,10:20 AM
Pick Hall,319,Tue,11:00 AM,12:20 PM
Pick Hall,319,Thu,11:00 AM,12:20 PM
 S. University 10,5733,Mon,01:30 PM,02:50 PM
 S. University 10,5733,Wed,01:30 PM,02:50 PM
Cobb Hall,110,Mon,04:30 PM,05:50 PM
Cobb Hall,110,Wed,04:30 PM,05:50 PM
Cobb Hall,203,Tue,09:30 AM,10:50 AM
Cobb Hall,203,Thu,09:30 AM,10:50 AM
Cobb Hall,116,Tue,12:30 PM,01:50 PM
Cobb Hall,116,Thu,12:30 PM,01:50 PM
Harper Mem Library,148,Mon,01:30 PM,02:50 PM
Harper Mem Library,148,Wed,01:30 PM,02:50 PM
Social Sciences Rsch Bldg,401,Tue,12:30 PM,01:50 PM
Social Sciences Rsch Bldg,401,Thu,12:30 PM,01:50 PM
Social Sciences Rsch Bldg,401,Mon,01:30 PM,02:50 PM
Social Sciences Rsch Bldg,401,Wed,01:30 PM,02:50 PM
Regenstein Library,136,Mon,03:00 PM,04:20 PM
Regenstein Library,136,Wed,03:00 PM,04:20 PM
Classics Building ,21,Tue,02:00 PM,03:20 PM
Classics Building ,21,Thu,02:00 PM,03:20 PM
Beecher Hall,101,Tue,12:30 PM,03:20 PM
Social Sciences Rsch Bldg,401,Tue,03:30 PM,04:50 PM
Social Sciences Rsch Bldg,401,Thu,03:30 PM,04:50 PM
Cobb Hall,402,Tue,12:30 PM,03:20 PM
Cobb Hall,303,Tue,02:00 PM,03:20 PM
Cobb Hall,303,Thu,02:00 PM,03:20 PM
Harper Mem Library,150,Fri,08:30 AM,11:20 AM
TBA,TBA,TBA,TBA,TBA
 Building 289,1155,Mon,01:30 PM,02:50 PM
 Building 289,1155,Wed,01:30 PM,02:50 PM
Cobb Hall,112,Tue,03:30 PM,04:50 PM
Cobb Hall,112,Thu,03:30 PM,04:50 PM
Wieboldt Hall,130,Tue,11:00 AM,12:20 PM
Wieboldt Hall,130,Thu,11:00 AM,12:20 PM
Cobb Hall,302,Wed,03:00 PM,04:20 PM
Cobb Hall,302,Fri,03:00 PM,04:20 PM
Swift Hall,208,Thu,03:30 PM,06:20 PM
Swift Hall,208,Tue,03:30 PM,06:20 PM
Cobb Hall,103,Tue,02:00 PM,03:20 PM
Cobb Hall,103,Thu,02:00 PM,03:20 PM
Cobb Hall,319,Mon,03:00 PM,04:20 PM
Cobb Hall,319,Wed,03:00 PM,04:20 PM
Wieboldt Hall,102,Tue,02:00 PM,03:20 PM
Wieboldt Hall,102,Thu,02:00 PM,03:20 PM
Cobb Hall,116,Mon,01:30 PM,02:50 PM
Cobb Hall,116,Wed,01:30 PM,02:50 PM
Cobb Hall,119,Mon,04:30 PM,05:50 PM
Cobb Hall,119,Wed,04:30 PM,05:50 PM
Stuart Hall ,20,Tue,09:30 AM,10:50 AM
Stuart Hall ,20,Thu,09:30 AM,10:50 AM
Cobb Hall,304,Thu,03:30 PM,06:20 PM
TBA,TBA,TBA,TBA,TBA
Rosenwald Hall ,15,Mon,01:30 PM,02:50 PM
Rosenwald Hall ,15,Wed,01:30 PM,02:50 PM
Cobb Hall,103,Tue,11:00 AM,12:20 PM
Cobb Hall,103,Thu,11:00 AM,12:20 PM
Harper Mem Library,145,Tue,11:00 AM,12:20 PM
Harper Mem Library,145,Thu,11:00 AM,12:20 PM
Cobb Hall,203,Tue,11:00 AM,12:20 PM
Cobb Hall,203,Thu,11:00 AM,12:20 PM
Cobb Hall,430,Mon,03:30 PM,06:20 PM
Kelly Hall,114,Tue,11:00 AM,12:20 PM
Kelly Hall,114,Thu,11:00 AM,12:20 PM
Rosenwald Hall,208,Tue,02:00 PM,03:20 PM
Rosenwald Hall,208,Thu,02:00 PM,03:20 PM
Rosenwald Hall,301,Tue,11:00 AM,12:20 PM
Rosenwald Hall,301,Thu,11:00 AM,12:20 PM
Cobb Hall,119,Tue,12:30 PM,01:50 PM
Cobb Hall,119,Thu,12:30 PM,01:50 PM
Pick Hall,218,Mon,01:30 PM,04:20 PM
Logan Center ,28,Tue,02:00 PM,04:50 PM
Rosenwald Hall,329,Thu,02:00 PM,04:50 PM
Pick Hall,319,Wed,09:30 AM,12:20 PM
Cobb Hall,115,Mon,03:00 PM,04:20 PM
Cobb Hall,115,Wed,03:00 PM,04:20 PM
Wieboldt Hall,408,Tue,02:00 PM,03:20 PM
Wieboldt Hall,408,Thu,02:00 PM,03:20 PM
Cobb Hall,301,Tue,09:30 AM,10:50 AM
Cobb Hall,301,Thu,09:30 AM,10:50 AM
Swift Hall,208,Tue,09:30 AM,10:50 AM
Swift Hall,208,Thu,09:30 AM,10:50 AM
Green Hall,104,Mon,01:30 PM,02:50 PM
Green Hall,104,Wed,01:30 PM,02:50 PM
Gates-Blake Hall,321,Tue,11:00 AM,12:20 PM
Gates-Blake Hall,321,Thu,11:00 AM,12:20 PM
 S. University Room 10,5737,Tue,12:30 PM,03:20 PM
Social Sciences Rsch Bldg,404,Tue,09:30 AM,12:20 PM
Cobb Hall,218,Wed,01:30 PM,04:20 PM
TBA,TBA,TBA,TBA,TBA
Harper Mem Library,135,Mon,03:00 PM,05:50 PM
Harper Mem Library,141,Mon,03:00 PM,05:50 PM
Cobb Hall,425,Mon,03:00 PM,05:50 PM
Harper Mem Library,102,Mon,03:00 PM,05:50 PM
Harper Mem Library,130,Tue,12:30 PM,01:50 PM
Harper Mem Library,130,Thu,12:30 PM,01:50 PM
Regenstein Library,136,Mon,03:00 PM,04:20 PM
Regenstein Library,136,Wed,03:00 PM,04:20 PM
Classics Building ,21,Tue,02:00 PM,03:20 PM
Classics Building ,21,Thu,02:00 PM,03:20 PM
Beecher Hall,101,Tue,12:30 PM,03:20 PM
Cobb Hall,402,Tue,12:30 PM,03:20 PM
Cobb Hall,303,Tue,02:00 PM,03:20 PM
Cobb Hall,303,Thu,02:00 PM,03:20 PM
Harper Mem Library,150,Fri,08:30 AM,11:20 AM
Wieboldt Hall,130,Tue,11:00 AM,12:20 PM
Wieboldt Hall,130,Thu,11:00 AM,12:20 PM
Swift Hall,208,Thu,03:30 PM,06:20 PM
Swift Hall,208,Tue,03:30 PM,06:20 PM
Cobb Hall,116,Mon,01:30 PM,02:50 PM
Cobb Hall,116,Wed,01:30 PM,02:50 PM
Stuart Hall ,20,Tue,09:30 AM,10:50 AM
Stuart Hall ,20,Thu,09:30 AM,10:50 AM
TBA,TBA,TBA,TBA,TBA
Pick Hall,319,Mon,01:30 PM,02:20 PM
Pick Hall,319,Wed,01:30 PM,02:20 PM
Hinds Lab Geo Sci,101,Mon,01:30 PM,02:20 PM
Hinds Lab Geo Sci,101,Wed,01:30 PM,02:20 PM
Kelly Hall,114,Tue,11:00 AM,12:20 PM
Kelly Hall,114,Thu,11:00 AM,12:20 PM
Rosenwald Hall,301,Tue,11:00 AM,12:20 PM
Rosenwald Hall,301,Thu,11:00 AM,12:20 PM
Pick Hall,319,Wed,09:30 AM,12:20 PM
TBA,TBA,TBA,TBA,TBA
Green Hall,104,Mon,01:30 PM,02:50 PM
Green Hall,104,Wed,01:30 PM,02:50 PM
TBA,TBA,TBA,TBA,TBA
Pick Hall,118,Fri,01:30 PM,04:20 PM
Swift Hall,200,Fri,09:30 AM,12:20 PM
TBA,TBA,Thu,04:00 PM,06:00 PM
Oriental Institute,210,Wed,12:30 PM,03:20 PM
Wieboldt Hall,102,Wed,02:30 PM,05:20 PM
Social Sciences Rsch Bldg,108,Wed,09:30 AM,12:20 PM
TBA,TBA,TBA,TBA,TBA
Harper Mem Library,150,Thu,12:30 PM,03:20 PM
Social Sciences Rsch Bldg,404,Thu,09:30 AM,12:20 PM
Regenstein Library,207,Tue,11:00 AM,01:50 PM
TBA,TBA,TBA,TBA,TBA
Harper Mem Library,150,Wed,09:30 AM,12:20 PM
Wieboldt Hall,102,Fri,12:30 PM,03:20 PM
Cobb Hall,205,Tue,02:00 PM,04:50 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Swift Hall,208,Fri,12:30 PM,03:20 PM
Cobb Hall,303,Tue,02:00 PM,03:20 PM
Cobb Hall,303,Thu,02:00 PM,03:20 PM
Swift Hall,200,Fri,09:30 AM,12:20 PM
Swift Hall,403,Tue,05:00 PM,07:50 PM
Swift Hall,200,Wed,09:30 AM,12:20 PM
Green Hall,104,Mon,01:30 PM,02:50 PM
Green Hall,104,Wed,01:30 PM,02:50 PM
Saieh Hall for Economics,242,Mon,01:30 PM,02:50 PM
Saieh Hall for Economics,242,Wed,01:30 PM,02:50 PM
Swift Hall,208,Wed,09:30 AM,12:20 PM
Swift Hall,207,Mon,12:30 PM,03:20 PM
Swift Hall,208,Wed,09:30 AM,12:20 PM
Swift Hall,208,Thu,03:30 PM,06:20 PM
Swift Hall,201,Mon,09:30 AM,12:20 PM
Swift Hall,207,Thu,11:00 AM,01:50 PM
Swift Hall,208,Tue,03:30 PM,06:20 PM
Kelly Hall,114,Tue,02:00 PM,03:20 PM
Kelly Hall,114,Thu,02:00 PM,03:20 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Cummings Life Sci Center,119,Mon,09:30 AM,10:20 AM
Cummings Life Sci Center,119,Wed,09:30 AM,10:20 AM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Cobb Hall,301,Tue,09:30 AM,10:50 AM
Cobb Hall,301,Thu,09:30 AM,10:50 AM
Cobb Hall,110,Tue,12:30 PM,01:50 PM
Cobb Hall,110,Thu,12:30 PM,01:50 PM
Rosenwald Hall,301,Tue,09:30 AM,10:50 AM
Rosenwald Hall,301,Thu,09:30 AM,10:50 AM
Foster Hall,107,Thu,02:00 PM,04:50 PM
TBA,TBA,Wed,02:30 PM,05:20 PM
Cobb Hall,112,Tue,03:30 PM,04:50 PM
Cobb Hall,112,Thu,03:30 PM,04:50 PM
Social Sciences Rsch Bldg,302,Tue,11:00 AM,12:20 PM
Social Sciences Rsch Bldg,302,Thu,11:00 AM,12:20 PM
Social Sciences Rsch Bldg,401,Tue,09:30 AM,10:50 AM
Social Sciences Rsch Bldg,401,Thu,09:30 AM,10:50 AM
TBA,TBA,TBA,TBA,TBA
Rosenwald Hall,301,Mon,03:00 PM,04:20 PM
Rosenwald Hall,301,Wed,03:00 PM,04:20 PM
Cobb Hall,302,Fri,09:30 AM,12:20 PM
TBA,TBA,TBA,TBA,TBA
Rosenwald Hall,301,Tue,09:30 AM,10:50 AM
Rosenwald Hall,301,Thu,09:30 AM,10:50 AM
TBA,TBA,Wed,02:30 PM,05:20 PM
Social Sciences Rsch Bldg,302,Tue,11:00 AM,12:20 PM
Social Sciences Rsch Bldg,302,Thu,11:00 AM,12:20 PM
Social Sciences Rsch Bldg,401,Tue,09:30 AM,10:50 AM
Social Sciences Rsch Bldg,401,Thu,09:30 AM,10:50 AM
TBA,TBA,Thu,02:00 PM,04:50 PM
Rosenwald Hall,301,Mon,03:00 PM,04:20 PM
Rosenwald Hall,301,Wed,03:00 PM,04:20 PM
TBA,TBA,Tue,02:00 PM,04:50 PM
Pick Hall ,16,Tue,12:30 PM,01:30 PM
Walker Museum,302,Tue,09:30 AM,10:50 AM
Walker Museum,302,Thu,09:30 AM,10:50 AM
Harper Mem Library,145,Mon,01:30 PM,02:50 PM
Harper Mem Library,145,Wed,01:30 PM,02:50 PM
Social Sciences Rsch Bldg,107,Mon,09:30 AM,10:20 AM
Social Sciences Rsch Bldg,107,Wed,09:30 AM,10:20 AM
Social Sciences Rsch Bldg,107,Fri,09:30 AM,10:20 AM
Cobb Hall,409,Tue,11:00 AM,12:20 PM
Cobb Hall,409,Thu,11:00 AM,12:20 PM
TBA,TBA,TBA,TBA,TBA
Cobb Hall,202,Tue,02:00 PM,03:20 PM
Cobb Hall,202,Thu,02:00 PM,03:20 PM
Social Sciences Rsch Bldg,106,Tue,03:30 PM,04:50 PM
Social Sciences Rsch Bldg,106,Thu,03:30 PM,04:50 PM
Regenstein Library,523,Tue,11:00 AM,12:20 PM
Regenstein Library,523,Thu,11:00 AM,12:20 PM
Cobb Hall,203,Mon,01:30 PM,02:50 PM
Cobb Hall,203,Wed,01:30 PM,02:50 PM
Cobb Hall,409,Tue,02:00 PM,03:20 PM
Cobb Hall,409,Thu,02:00 PM,03:20 PM
Social Sciences Rsch Bldg,106,Mon,09:30 AM,10:20 AM
Social Sciences Rsch Bldg,106,Wed,09:30 AM,10:20 AM
Social Sciences Rsch Bldg,106,Fri,09:30 AM,10:20 AM
Cobb Hall,219,Tue,12:30 PM,01:50 PM
Cobb Hall,219,Thu,12:30 PM,01:50 PM
Cobb Hall,219,Tue,02:00 PM,03:20 PM
Cobb Hall,219,Thu,02:00 PM,03:20 PM
Pick Hall,222,Mon,01:30 PM,02:50 PM
Pick Hall,222,Wed,01:30 PM,02:50 PM
Rosenwald Hall,432,Tue,02:00 PM,03:20 PM
Rosenwald Hall,432,Thu,02:00 PM,03:20 PM
Rosenwald Hall,432,Tue,09:30 AM,10:50 AM
Rosenwald Hall,432,Thu,09:30 AM,10:50 AM
Rosenwald Hall,432,Tue,11:00 AM,12:20 PM
Rosenwald Hall,432,Thu,11:00 AM,12:20 PM
Walker Museum,302,Tue,12:30 PM,01:50 PM
Walker Museum,302,Thu,12:30 PM,01:50 PM
Social Sciences Rsch Bldg,105,Tue,03:30 PM,04:50 PM
Social Sciences Rsch Bldg,105,Thu,03:30 PM,04:50 PM
Cobb Hall,102,Mon,01:30 PM,02:50 PM
Cobb Hall,102,Wed,01:30 PM,02:50 PM
Cobb Hall,112,Tue,02:00 PM,03:20 PM
Cobb Hall,112,Thu,02:00 PM,03:20 PM
Cobb Hall,403,Tue,11:00 AM,12:20 PM
Cobb Hall,403,Thu,11:00 AM,12:20 PM
Harper Mem Library,148,Tue,12:30 PM,01:50 PM
Harper Mem Library,148,Thu,12:30 PM,01:50 PM
Cobb Hall,104,Tue,02:00 PM,03:20 PM
Cobb Hall,104,Thu,02:00 PM,03:20 PM
Cobb Hall,104,Tue,09:30 AM,10:50 AM
Cobb Hall,104,Thu,09:30 AM,10:50 AM
Cobb Hall,104,Tue,11:00 AM,12:20 PM
Cobb Hall,104,Thu,11:00 AM,12:20 PM
Cobb Hall,104,Tue,12:30 PM,01:50 PM
Cobb Hall,104,Thu,12:30 PM,01:50 PM
Cobb Hall,304,Tue,09:30 AM,10:50 AM
Cobb Hall,304,Thu,09:30 AM,10:50 AM
Cobb Hall,304,Tue,11:00 AM,12:20 PM
Cobb Hall,304,Thu,11:00 AM,12:20 PM
TBA,TBA,Fri,09:30 AM,12:20 PM
TBA,TBA,TBA,TBA,TBA
BioSci Learning Center,205,Mon,01:30 PM,02:50 PM
BioSci Learning Center,205,Wed,01:30 PM,02:50 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
BioSci Learning Center,218,Tue,03:30 PM,04:50 PM
BioSci Learning Center,218,Thu,03:30 PM,04:50 PM
BioSci Learning Center,313,Tue,11:00 AM,12:20 PM
BioSci Learning Center,313,Thu,11:00 AM,12:20 PM
BioSci Learning Center,240,Tue,05:00 PM,06:20 PM
BioSci Learning Center,240,Thu,05:00 PM,06:20 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Regenstein Library,136,Tue,04:30 PM,05:50 PM
Regenstein Library,136,Thu,04:30 PM,05:50 PM
Cobb Hall,425,Tue,09:30 AM,10:50 AM
Cobb Hall,425,Thu,09:30 AM,10:50 AM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
 Building 289,1155,Tue,11:00 AM,12:20 PM
 Building 289,1155,Thu,11:00 AM,12:20 PM
Ryerson Phys Lab,178,Wed,01:30 PM,04:20 PM
Pick Hall,118,Mon,04:30 PM,05:50 PM
Pick Hall,118,Wed,04:30 PM,05:50 PM
 Building 289,1155,Tue,09:30 AM,10:50 AM
 Building 289,1155,Thu,09:30 AM,10:50 AM
Pick Hall,218,Wed,03:00 PM,05:50 PM
Pick Hall,118,Tue,09:30 AM,10:50 AM
Pick Hall,118,Thu,09:30 AM,10:50 AM
Pick Hall,222,Tue,05:00 PM,06:20 PM
Pick Hall,118,Tue,05:00 PM,06:20 PM
Pick Hall,218,Tue,05:00 PM,06:20 PM
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
TBA,TBA,TBA,TBA,TBA
Swift Hall,106,Tue,03:30 PM,04:50 PM
Swift Hall,106,Thu,03:30 PM,04:50 PM
Pick Hall,319,Mon,01:30 PM,02:20 PM
Pick Hall,319,Wed,01:30 PM,02:20 PM
Swift Hall,208,Mon,08:30 AM,09:20 AM
Swift Hall,208,Wed,08:30 AM,09:20 AM
Swift Hall,208,Fri,08:30 AM,09:20 AM
Saieh Hall for Economics,242,Mon,01:30 PM,02:50 PM
Saieh Hall for Economics,242,Wed,01:30 PM,02:50 PM
Swift Hall,208,Mon,03:00 PM,04:20 PM
Swift Hall,208,Wed,03:00 PM,04:20 PM
Wieboldt Hall,207,Mon,10:30 AM,11:20 AM
Wieboldt Hall,207,Wed,10:30 AM,11:20 AM
Wieboldt Hall,207,Fri,10:30 AM,11:20 AM
Wieboldt Hall,207,Mon,10:30 AM,11:20 AM
Wieboldt Hall,207,Wed,10:30 AM,11:20 AM
Wieboldt Hall,207,Fri,10:30 AM,11:20 AM
Cobb Hall,103,Mon,11:30 AM,12:20 PM
Cobb Hall,103,Wed,11:30 AM,12:20 PM
Cobb Hall,103,Fri,11:30 AM,12:20 PM
Cobb Hall,103,Mon,11:30 AM,12:20 PM
Cobb Hall,103,Wed,11:30 AM,12:20 PM
Cobb Hall,103,Fri,11:30 AM,12:20 PM
Cobb Hall,103,Mon,12:30 PM,01:20 PM
Cobb Hall,103,Wed,12:30 PM,01:20 PM
Cobb Hall,103,Fri,12:30 PM,01:20 PM
Cobb Hall,103,Mon,12:30 PM,01:20 PM
Cobb Hall,103,Wed,12:30 PM,01:20 PM
Cobb Hall,103,Fri,12:30 PM,01:20 PM
Cobb Hall,119,Mon,01:30 PM,02:20 PM
Cobb Hall,119,Wed,01:30 PM,02:20 PM
Cobb Hall,119,Fri,01:30 PM,02:20 PM
Cobb Hall,119,Mon,01:30 PM,02:20 PM
Cobb Hall,119,Wed,01:30 PM,02:20 PM
Cobb Hall,119,Fri,01:30 PM,02:20 PM
Cobb Hall,101,Mon,10:30 AM,11:20 AM
